URL,Sold_Price,Make,Model,Mileage,Title Status,Seller Type,Engine,Drivetrain,Transmission,Body Style,Exterior Color,Interior Color
https://carsandbids.com/auctions/rwvMe2mN/2006-gmc-sierra-2500-hd-4x4,"$16,400",GMC,"Sierra
Save","79,600",Clean (AZ),Dealer,6.0L V8,4WD/AWD,Automatic (4-Speed),Truck,Summit White,Dark Pewter
https://carsandbids.com/auctions/KP4En1Jq/2020-bmw-m340i-xdrive,"$28,500",BMW,"3 Series
Save","87,000",Clean (NC),Private Party,3.0L Turbocharged I6,4WD/AWD,Automatic (8-Speed),Sedan,Black Sapphire Metallic,Black
https://carsandbids.com/auctions/KYz81YkE/1984-chevrolet-corvette-coupe,"$8,000",Chevrolet,"C4 Corvette
Save","5,000",Clean (CO),Dealer,5.7L V8,Rear-wheel drive,Automatic (4-Speed),Coupe,Bright Red,Red
https://carsandbids.com/auctions/3Lj6Awyo/2014-mercedes-benz-e550-coupe,"$15,250",Mercedes-Benz,"E-Class
Save","59,900",Clean (CA),Private Party,4.7L Turbocharged V8,Rear-wheel drive,Automatic (7-Speed),Coupe,Iridium Silver Metallic,Black
https://carsandbids.com/auctions/r4kBlZdL/2003-lexus-is-300,"$12,500",Lexus,"IS
Save","136,600",Clean (TX),Private Party,4.3L V8,Rear-wheel drive,Manual (6-Speed),Sedan,Thunder Cloud Metallic,Black
https://carsandbids.com/auctions/rJnV1J5w/2017-lexus-is-300-f-sport,"$24,250",Lexus,"IS
Save","37,500",Clean (RI),Private Party,3.5L V6,4WD/AWD,Automatic (6-Speed),Sedan,Ultra White,Rioja Red
https://carsandbids.com/auctions/K1wxlZM7/2016-chevrolet-corvette-z06-c7r-edition-coupe,"$75,500",Chevrolet,"C7 Corvette
Save","25,500",Clean (AZ),Private Party,6.2L Supercharged V8,Rear-wheel drive,Automatic (8-Speed),Coupe,Corvette Racing Yellow,Jet Black
https://carsandbids.com/auctions/9Waj0RwQ/1999-subaru-legacy-gt-b-e-tune-wagon,"$15,000",Subaru,"Legacy
Save","90,200",Clean (VA),Dealer,2.0L Turbocharged Flat-4,4WD/AWD,Automatic (4-Speed),Wagon,Violet Blue Mica,Black
https://carsandbids.com/auctions/3v75gQBK/1997-land-rover-defender-90-nas-soft-top,Land Rover,"Defender
Save","78,500",Clean (CA),Private Party,4.0L V8,4WD/AWD,Automatic (4-Speed),SUV/Crossover,Black,Black
https://carsandbids.com/auctions/9AAWE0k8/2012-bmw-m3-coupe-competition-package,BMW,"E9X M3
Save","64,500",Clean (CA),Private Party,4.0L V8,Rear-wheel drive,Automatic (7-Speed),Coupe,Silverstone Metallic,Black
https://carsandbids.com/auctions/37eoalJZ/1999-bmw-m3-coupe,"$20,036",BMW,"E36 M3
Save","174,000",Clean (TN),Private Party,3.2L I6,Rear-wheel drive,Manual (5-Speed),Coupe,Techno Violet Metallic,Gray
https://carsandbids.com/auctions/9n4GQlqJ/1992-suzuki-cappuccino,"$14,300",Suzuki,"Cappuccino
Save","56,000",Clean (TN),Dealer,657cc Turbocharged I3,Rear-wheel drive,Manual (5-Speed),Convertible,Blue,Black
https://carsandbids.com/auctions/rEjmDQok/2024-porsche-cayenne-turbo-gt,"$145,000",Porsche,"Cayenne
Save","12,800",Clean (CA),Private Party,4.0L Turbocharged V8,4WD/AWD,Automatic (8-Speed),SUV/Crossover,Chalk,Bordeaux/Black
https://carsandbids.com/auctions/9XQaaQOg/2024-toyota-tacoma-trailhunter-double-cab-44,"$51,500",Toyota,"Tacoma
Save","15,100",Clean (CA),Private Party,2.4L Turbocharged Hybrid I4,4WD/AWD,Automatic (8-Speed),Truck,Underground,Mineral
https://carsandbids.com/auctions/3v8wBwBM/1988-mercedes-benz-420sel,"$6,300",Mercedes-Benz,"S-Class
Save","159,600",Clean (CA),Private Party,4.2L V8,Rear-wheel drive,Automatic (4-Speed),Sedan,Cabernet Red Metallic,Palomino
https://carsandbids.com/auctions/3vMQoR8N/2015-bmw-alpina-b6-gran-coupe,"$24,500",BMW,"Alpina B6 Gran Coupe
Save","60,600",Clean (PA),Private Party,4.4L Turbocharged V8,4WD/AWD,Automatic (8-Speed),Sedan,Black Sapphire Metallic,Black
https://carsandbids.com/auctions/35nNVVlK/2004-land-rover-defender-90-g4-limited-edition,Land Rover,"Defender
Save","115,000","Clean (QC, Canada)",Dealer,2.5L Turbodiesel I5,4WD/AWD,Manual (5-Speed),SUV/Crossover,Tangiers Orange,Grey
https://carsandbids.com/auctions/9aLXwyqQ/2010-acura-tl-sh-awd,"$8,200",Acura,"TL
Save","163,400",Clean (MN),Private Party,3.7L V6,4WD/AWD,Manual (6-Speed),Sedan,Crystal Black Pearl,Ebony
https://carsandbids.com/auctions/K17k778n/2013-bmw-x1-xdrive35i,"$14,600",BMW,"X1
Save","126,000",Clean (MT),Dealer,3.0L Turbocharged I6,4WD/AWD,Automatic (6-Speed),SUV/Crossover,Valencia Orange,Oyster
https://carsandbids.com/auctions/3LoVZLlR/1979-pontiac-firebird-trans-am-10th-anniversary-edition,"$16,250",Pontiac,"Firebird
Save","74,900 Miles Shown",Clean (MD),Dealer,6.6L V8,Rear-wheel drive,Automatic (3-Speed),Coupe,Silver/Charcoal,Medium Gray
https://carsandbids.com/auctions/r4Gx1g5n/2018-alfa-romeo-giulia-quadrifoglio,"$35,000",Alfa Romeo,"Giulia
Save","49,500",Clean (WA),Private Party,2.9L Turbocharged V6,Rear-wheel drive,Automatic (8-Speed),Sedan,Vesuvio Gray Metallic,Black/Red
https://carsandbids.com/auctions/9QzdbGll/2023-tesla-model-y-long-range-awd,Tesla,"Model Y
Save","22,400",Clean (TX),Private Party,Dual Electric Motors,4WD/AWD,Automatic,SUV/Crossover,Midnight Silver Metallic,White
https://carsandbids.com/auctions/3v8BGgwN/2013-chevrolet-corvette-grand-sport-60th-anniversary-convertible,"$25,250",Chevrolet,"C6 Corvette
Save","91,000",Clean (TX),Private Party,6.2L V8,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic White,Diamond Blue
https://carsandbids.com/auctions/rjg881bX/1990-mazda-mx-5-miata,"$8,100",Mazda,"NA Miata
Save","144,100 Miles Shown – TMU",Exceeds Mechanical Limits (AZ),Private Party,1.6L I4,Rear-wheel drive,Manual (5-Speed),Convertible,Classic Red,Black
https://carsandbids.com/auctions/rbpv0X0l/2016-ford-focus-rs,"$23,250",Ford,"Focus RS
Save","46,200",Clean (CO),Dealer,2.3L Turbocharged I4,4WD/AWD,Manual (6-Speed),Hatchback,Stealth Gray,Charcoal Black
https://carsandbids.com/auctions/rJvO2ggr/2011-bmw-128i-convertible,"$10,606",BMW,"1 Series
Save","118,000",Clean (GA),Private Party,3.0L Supercharged I6,Rear-wheel drive,Manual (6-Speed),Convertible,Alpine White,Coral Red
https://carsandbids.com/auctions/9eXzdGPA/2005-audi-tt-quattro-roadster,"$9,100",Audi,"TT
Save","99,900",Clean,Private Party,1.8L Turbocharged I4,4WD/AWD,Manual (Manual (6-Speed)),Convertible,Brilliant Black,Ebony
https://carsandbids.com/auctions/3zLMOGkd/2012-audi-a4-avant-20t-quattro-premium-plus,Audi,"A4
Save","94,400",Clean (CA),Private Party,2.0L Turbocharged I4,4WD/AWD,Automatic (8-Speed),Wagon,Ibis White,Cardamom Beige
https://carsandbids.com/auctions/rEVOn2eP/2006-superformance-daytona-coupe,"$81,508",Superformance,"Daytona
Save","2,800",Clean (IL),Dealer,427CI V8,Rear-wheel drive,Manual (6-Speed),Coupe,Sunset Red,Black
https://carsandbids.com/auctions/rMgaGO5k/2011-porsche-cayenne-s,"$23,000",Porsche,"Cayenne
Save","97,300",Clean (NY),Private Party,4.8L V8,4WD/AWD,Automatic (8-Speed),SUV/Crossover,Sand Yellow,Black
https://carsandbids.com/auctions/3Belqob9/2019-mini-cooper-convertible-john-cooper-works,"$20,764",MINI,"Cooper
Save","46,500",Clean (NJ),Dealer ($795 Doc Fee),2.0L Turbocharged I4,Front-wheel drive,Automatic (6-Speed),Convertible,White Silver Metallic,Malt Brown
https://carsandbids.com/auctions/KPamjVLQ/1999-mitsubishi-eclipse-gs-coupe,"$7,850",Mitsubishi,"Eclipse
Save","70,000",Clean (OR),Private Party,2.0L I4,Front-wheel drive,Automatic (4-Speed),Coupe,Saronno Red,Gray
https://carsandbids.com/auctions/9WDMZRB5/2002-honda-s2000,"$30,035",Honda,"S2000
Save","49,000",Clean (CA),Private Party,2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Suzuka Blue Metallic,Blue
https://carsandbids.com/auctions/KmnnQGpe/1998-nissan-stagea-25t-rs-v,"$26,250",Nissan,"Stagea
Save","67,900",Clean (DE),Private Party,2.5L Turbocharged I6,Rear-wheel drive,Manual (5-Speed),Wagon,Sierra Silver Metallic,Black
https://carsandbids.com/auctions/30Ejk052/1992-alfa-romeo-164l,"$3,450",Alfa Romeo,"164
Save","114,500",Clean (OR),Private Party,3.0L V6,Front-wheel drive,Automatic (4-Speed),Sedan,Green,Tan
https://carsandbids.com/auctions/3Bek401B/2008-bmw-z4-30si-coupe,"$22,750",BMW,"Z4
Save","23,500",Clean (NY),Private Party,3.0L I6,Rear-wheel drive,Manual (6-Speed),Coupe,Titanium Silver Metallic,Black
https://carsandbids.com/auctions/KZnpngYQ/2025-chevrolet-corvette-stingray-coupe,"$56,253",Chevrolet,"C8 Corvette
Save","1,500",Clean (AZ),Private Party,6.2L V8,Rear-wheel drive,Automatic (8-Speed),Coupe,Torch Red,Jet Black
https://carsandbids.com/auctions/92XDoL8W/1995-bmw-728i,"$6,500",BMW,"7 Series
Save","104,100 Miles Shown - TMU",Clean (FL),Private Party,2.8L I6,Rear-wheel drive,Manual (5-Speed),Sedan,Orient Blue Metallic,Gray
https://carsandbids.com/auctions/KVMoAn4P/2017-maserati-quattroporte-s-q4-granlusso,Maserati,"Quattroporte
Save","41,500",Clean (PA),Private Party,3.0L Turbocharged V6,4WD/AWD,Automatic (8-Speed),Sedan,Grigio Maratea,Black/Gray
https://carsandbids.com/auctions/KYGg0LpA/2004-bmw-m3-coupe,"$12,350",BMW,"E46 M3
Save","127,800",Clean (PA),Private Party,3.2L I6,Rear-wheel drive,Automatic (6-Speed),Coupe,Titanium Silver Metallic,Grey
https://carsandbids.com/auctions/rNDDe4JW/2000-toyota-land-cruiser-zx,"$21,250",Toyota,"Land Cruiser
Save","107,000",Clean (TX),Private Party,4.2L Diesel I6,4WD/AWD,Automatic (4-Speed),SUV/Crossover,White,Gray
https://carsandbids.com/auctions/KV6wpJ1l/1985-elmco-royal-ride-golf-cart,"$2,499",Other,"Golf Cart
Save",No Odometer,Bill of Sale,Private Party,Single Electric Motor,Rear-wheel drive,Automatic,Convertible,Blue,Silver
https://carsandbids.com/auctions/rGzlpwRj/2007-chevrolet-corvette-z06-coupe,Chevrolet,"C6 Corvette
Save","46,200",Clean (WA),Private Party,7.0L V8,Rear-wheel drive,Manual (6-Speed),Coupe,Machine Silver Metallic,Black
https://carsandbids.com/auctions/9lXZVYZg/2011-porsche-911-carrera-gts-coupe,"$106,000",Porsche,"997 911
Save","32,800",Clean (GA),Dealer,3.8L Flat-6,Rear-wheel drive,Automatic (7-Speed),Coupe,Black,Black
https://carsandbids.com/auctions/30bEGoPV/2021-bmw-m2-competition,"$56,000",BMW,"M2
Save","28,900",Clean (CA),Private Party,3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Hockenheim Silver Metallic,Black
https://carsandbids.com/auctions/9lMbnb5G/2021-ford-f-250-super-duty-44-megarexx,"$79,145",Ford,"Super Duty
Save","16,000",Clean (AZ),Private Party,6.7L Turbodiesel V8,4WD/AWD,Automatic (10-Speed),Truck,Agate Black/Gray,Black
https://carsandbids.com/auctions/r45MZomD/2002-pontiac-aztek,"$4,800",Pontiac,"Aztek
Save","101,000",Clean (CA),Dealer,3.4L V6,Front-wheel drive,Automatic (4-Speed),SUV/Crossover,Aztek Yellow,Black
https://carsandbids.com/auctions/3OMpya4v/2023-chevrolet-corvette-stingray-convertible,"$57,000",Chevrolet,"C8 Corvette
Save","32,300",Clean (CA),Private Party,6.2L V8,Rear-wheel drive,Automatic (8-Speed),Convertible,Arctic White,Jet Black
https://carsandbids.com/auctions/9eeL4A2q/2006-audi-a8-l,Audi,"A8
Save","138,600",Clean (FL),Private Party,4.2L V8,4WD/AWD,Automatic (6-speed),Sedan,Brilliant Black,Cream/Dark Beige
https://carsandbids.com/auctions/305wLVGL/2006-bmw-m3-coupe-competition-package,"$35,000",BMW,"E46 M3
Save","72,000",Clean (FL),Private Party,3.2L I6,Rear-wheel drive,Manual (6-Speed),Coupe,Silver Gray Metallic,Black
https://carsandbids.com/auctions/KP0EB1xZ/2013-tesla-model-s-75,"$10,200",Tesla,"Model S
Save","44,100 Miles Shown",Clean (OH),Dealer,Single Electric Motor,Rear-wheel drive,Automatic,Sedan,Blue,Tan
https://carsandbids.com/auctions/3p5VJwM6/2016-mercedes-amg-s65-coupe,"$120,500",Mercedes-Benz,"S-Class AMG
Save","6,900",Clean (TX),Dealer ($100 Document Fee),6.0L Turbocharged V12,Rear-wheel drive,Automatic (7-Speed),Coupe,Black,Designo Black
https://carsandbids.com/auctions/9WzMoJjB/2013-audi-s6-prestige,"$19,600",Audi,"S6
Save","88,900",Clean (MI),Private Party,4.0L Turbocharged V8,4WD/AWD,Automatic (7-Speed),Sedan,Misano Red Pearl Effect,Lunar Silver
https://carsandbids.com/auctions/3Lk6lwxZ/2012-jaguar-xjl-supercharged,"$9,850",Jaguar,"XJL
Save","57,800",Clean (GA),Dealer,5.0L Supercharged V8,Rear-wheel drive,Automatic (6-Speed),Sedan,Lunar Gray Metallic,Jet
https://carsandbids.com/auctions/3gdBD2G8/1995-land-rover-defender-90-300tdi,"$20,500",Land Rover,"Defender
Save","139,000",Clean (OH),Private Party,2.5L Turbodiesel I4,4WD/AWD,Manual (5-Speed),SUV/Crossover,Alpine White,Black
https://carsandbids.com/auctions/98lZBWq2/2002-lexus-sc-430,"$28,000",Lexus,"SC
Save","6,800",Clean (GA),Private Party,4.3L V8,Rear-wheel drive,Automatic (5-Speed),Convertible,Black,Black
https://carsandbids.com/auctions/K1ZxBZV0/1998-bmw-m3-sedan,"$23,000",BMW,"E36 M3
Save","127,700",Clean (AZ),Private Party,3.2L I6,Rear-wheel drive,Manual (5-Speed),Sedan,Boston Green Metallic,Modena
https://carsandbids.com/auctions/KDwqEYZp/2005-mercedes-benz-clk55-amg-cabriolet,"$6,850",Mercedes-Benz,"CLK AMG
Save","122,300",Clean (CA),Dealer,5.4L V8,Rear-wheel drive,Automatic (5-Speed),Convertible,Brilliant Silver Metallic,Black
https://carsandbids.com/auctions/r4qBPZ6p/2003-audi-s6-avant,Audi,"S6
Save","48,100",Clean (MT),Private Party,4.2L V8,4WD/AWD,Automatic (5-Speed),Wagon,Atlas Grey Metallic,Black
https://carsandbids.com/auctions/rMRAOvZa/2015-audi-s5-cabriolet-premium-plus,"$17,250",Audi,"S5
Save","28,700",Clean (IN),Dealer,3.0L Supercharged V6,4WD/AWD,Automatic (7-Speed),Convertible,Monsoon Gray Metallic,Black
https://carsandbids.com/auctions/Kme40n56/2019-mini-cooper-s-countryman-all4,"$15,100",MINI,"Cooper Countryman
Save","47,500",Clean (CO),Dealer,2.0L Turbocharged I4,4WD/AWD,Automatic (8-Speed),SUV/Crossover,Midnight Black Metallic,Carbon Black
https://carsandbids.com/auctions/KVNbBkGz/2005-acura-rsx-type-s,"$10,405",Acura,"RSX
Save","125,700",Clean (CA),Dealer,2.0L I4,Front-wheel drive,Manual (6-Speed),Coupe,Satin Silver Metallic,Ebony
https://carsandbids.com/auctions/98XppwRe/2012-jeep-grand-cherokee-srt8,"$26,000",Jeep,"Grand Cherokee
Save","38,800",Clean (WV),Dealer,6.4L V8,4WD/AWD,Automatic (5-Speed),SUV/Crossover,Brilliant Black Crystal Pearl,Black
https://carsandbids.com/auctions/3zvDBQPL/2015-porsche-boxster,"$25,750",Porsche,"981 Boxster
Save","22,600",Rebuilt Salvage (OH),Private Party,2.7L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Metallic,Black
https://carsandbids.com/auctions/rxBb0LZz/2001-bmw-m5,"$50,039",BMW,"E39 M5
Save","44,600",Clean (FL),Private Party,4.9L V8,Rear-wheel drive,Manual (6-Speed),Sedan,Silverstone Metallic,Silverstone
https://carsandbids.com/auctions/9X5e8aEl/2010-jaguar-xf,"$6,300",Jaguar,"XF
Save","77,500",Clean (NY),Dealer,4.2L V8,Rear-wheel drive,Automatic (6-Speed),Sedan,Indigo Blue,Barley Truffle
https://carsandbids.com/auctions/3q4Yy144/1992-bmw-525i-touring,"$14,750",BMW,"5 Series
Save","120,600",Clean (OR),Private Party,2.5L I6,Rear-wheel drive,Manual (5-Speed),Wagon,Jet Black,Black
https://carsandbids.com/auctions/374O6GPv/2003-mercedes-benz-sl55-amg,"$14,350",Mercedes-Benz,"R230 SL
Save","113,700",Clean (GA),Private Party,5.4L Supercharged V8,Rear-wheel drive,Automatic (5-Speed),Convertible,Tellurium Silver Metallic,Black
https://carsandbids.com/auctions/3yWxXLed/2013-porsche-cayenne-s-hybrid,"$9,752",Porsche,"Cayenne
Save","134,000",Clean (CA),Private Party,3.0L Supercharged Hybrid V6,4WD/AWD,Automatic (8-Speed),SUV/Crossover,White,Black/Titanium Blue
https://carsandbids.com/auctions/3vpBpgeR/2022-dodge-charger-srt-hellcat-redeye-widebody,Dodge,"Charger
Save",44,Clean (FL),Private Party,6.2L Supercharged V8,Rear-wheel drive,Automatic (8-Speed),Sedan,Smoke Show,Black
https://carsandbids.com/auctions/3gO6oWlE/2014-audi-q5-tdi-premium-plus,Audi,"Q5
Save","116,500",Clean (CA),Private Party,3.0L Turbodiesel V6,4WD/AWD,Automatic (8-Speed),SUV/Crossover,Phantom Black Pearl Effect,Black
https://carsandbids.com/auctions/9azMp54E/2000-porsche-boxster-s,"$9,000",Porsche,"986 Boxster
Save","54,900",Clean (UT),Dealer,3.2L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Black
https://carsandbids.com/auctions/9Wz6l48w/2019-audi-rs5-coupe,"$35,500",Audi,"RS5
Save","40,600 Miles Shown",Clean (NJ),Private Party,2.9L Turbocharged V6,4WD/AWD,Automatic (8-Speed),Coupe,Audi Exclusive Panther Black Crystal Effect,Black
https://carsandbids.com/auctions/rNbOvda5/2003-honda-accord-ex-v6-coupe,"$8,600",Honda,"Accord
Save","207,000",Clean (NC),Private Party,3.0L Turbocharged V6,Front-wheel drive,Manual (6-Speed),Coupe,Satin Silver Metallic,Black/Red
https://carsandbids.com/auctions/3qogjbYE/2014-chevrolet-corvette-stingray-z51-coupe,Chevrolet,"C7 Corvette
Save","17,900",Clean (FL),Private Party,6.2L V8,Rear-wheel drive,Manual (7-Speed),Coupe,Crystal Red Metallic,Jet Black
https://carsandbids.com/auctions/KZpkmv8N/2020-jeep-wrangler-unlimited-sport-4x4,"$22,500",Jeep,"Wrangler
Save","42,000",Clean (CA),Private Party,3.6L V6,4WD/AWD,Automatic (8-Speed),SUV/Crossover,Sting Gray,Black
https://carsandbids.com/auctions/9QDZqm1Y/2009-bmw-m3-convertible,"$21,018",BMW,"E9X M3
Save","56,100",Clean (TN),Dealer,4.0L V8,Rear-wheel drive,Automatic (7-Speed),Convertible,Silverstone Metallic,Palladium Silver
https://carsandbids.com/auctions/3oM45qd7/2012-lamborghini-gallardo-lp550-2-coupe,"$100,000",Lamborghini,"Gallardo
Save","54,600",Clean (MD),Dealer,5.2L V10,Rear-wheel drive,Automatic (6-Speed),Coupe,Grigio Telesto,Nero Perseus
https://carsandbids.com/auctions/rMg17Rwp/2022-ford-mustang-shelby-gt500-heritage-edition,"$92,000",Ford,"Mustang
Save","3,600",Clean (TX),Dealer,5.2L Supercharged V8,Rear-wheel drive,Automatic (7-Speed),Coupe,Brittany Blue Metallic,Ebony/Gray
https://carsandbids.com/auctions/rNv54gRX/2012-volvo-s60-t6-r-design-awd,"$8,300",Volvo,"S60
Save","110,000",Clean (KS),Private Party,3.0L Turbocharged I6,4WD/AWD,Automatic (6-Speed),Sedan,Passion Red,Black
https://carsandbids.com/auctions/rkDgPJ6N/2015-mazda-mx-5-miata-sport,"$10,000",Mazda,"NC Miata
Save","70,000",Clean (IA),Private Party,2.0L I4,Rear-wheel drive,Manual (5-Speed),Convertible,Meteor Gray Mica,Black
https://carsandbids.com/auctions/KDqJw0Dv/2013-porsche-cayenne-s,"$13,350",Porsche,"Cayenne
Save","101,900",Clean (FL),Dealer ($150 Doc Fee),4.8L V8,4WD/AWD,Automatic (8-Speed),SUV/Crossover,Black,Luxor Beige
https://carsandbids.com/auctions/3R5oEQQR/2016-bentley-continental-gt-v8-s,"$52,575",Bentley,"Continental
Save","42,200",Clean (AZ),Private Party,4.0L Turbocharged V8,4WD/AWD,Automatic (8-Speed),Coupe,Marlin,Linen/Beluga
https://carsandbids.com/auctions/36WLydMx/2003-audi-rs6,"$6,700",Audi,"C5 RS6
Save","110,200",Clean (MT),Private Party,4.2L Turbocharged V8,4WD/AWD,Automatic (5-Speed),Sedan,Ebony Black Pearl Effect,Black
https://carsandbids.com/auctions/9XNaqQgN/1998-mitsubishi-pajero-junior-flying-pug-4x4,"$6,800",Mitsubishi,"Pajero Jr
Save","39,400",Clean (UT),Private Party,1.1L I4,4WD/AWD,Automatic (3-Speed),SUV/Crossover,Burgundy,Black
https://carsandbids.com/auctions/3oz0eMBo/2011-porsche-911-turbo-cabriolet,"$82,000",Porsche,"997 911
Save","40,600",Clean (GA),Dealer,3.8L Turbocharged Flat-6,4WD/AWD,Automatic (7-Speed),Convertible,Black,Black
https://carsandbids.com/auctions/KmpdeNVm/2007-mercedes-benz-s550,"$8,100",Mercedes-Benz,"S-Class
Save","107,500",Clean (CA),Dealer,5.5L V8,Rear-wheel drive,Automatic (7-Speed),Sedan,Black,Black
https://carsandbids.com/auctions/rJNvpadO/2025-subaru-brz-ts,"$28,577",Subaru,"BRZ
Save","16,400",Clean (VT),Private Party,2.4L Flat-4,Rear-wheel drive,Manual (6-Speed),Coupe,WR Blue Pearl,Black/Blue
https://carsandbids.com/auctions/rwxMLnxw/1984-ford-mustang-gt-coupe-20th-anniversary-edition,"$9,000",Ford,"Mustang
Save",0 Miles Shown - TMU,Clean (FL),Private Party,5.0L V8,Rear-wheel drive,Manual (5-Speed),Coupe,Oxford White,Canyon Red
https://carsandbids.com/auctions/rMZDZJDa/2018-porsche-cayenne-gts,Porsche,"Cayenne
Save","68,400",Clean (MD),Private Party,3.6L Turbocharged V6,4WD/AWD,Automatic (8-Speed),SUV/Crossover,Black,Black
https://carsandbids.com/auctions/rbyvqXAk/2001-porsche-911-carrera-cabriolet,"$19,777",Porsche,"996 911
Save","85,600",Clean (FL),Dealer,3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Guards Red,Savanna Beige
https://carsandbids.com/auctions/rEGOR2pb/2000-honda-s2000,"$13,200",Honda,"S2000
Save","198,800",Clean (NC),Private Party,2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Berlina Black,Red
https://carsandbids.com/auctions/3OBmLVpa/2013-audi-rs5-coupe,"$10,420",Audi,"RS5
Save","71,100","Clean (MB, Canada)",Private Party,4.2L V8,4WD/AWD,Automatic (7-Speed),Coupe,Panther Black Crystal Effect,Black
https://carsandbids.com/auctions/92lEAWJJ/2017-alfa-romeo-giulia-ti,"$15,350",Alfa Romeo,"Giulia
Save","90,600",Clean (CA),Private Party,2.0L Turbocharged I4,Rear-wheel drive,Automatic (8-Speed),Sedan,Vulcano Black,Black
https://carsandbids.com/auctions/rJnvG2wv/2023-rivian-r1t-adventure-edition,"$52,000",Rivian,"R1T
Save","16,500",Clean (CA),Private Party,Quad Electric Motors,4WD/AWD,Automatic,Truck,Glacier White,Black Mountain
https://carsandbids.com/auctions/3qwgmbwN/1989-mercedes-benz-560sl,"$19,500",Mercedes-Benz,"R107 SL
Save","83,900",Clean (CA),Dealer,5.5L V8,Rear-wheel drive,Automatic (4-Speed),Convertible,Almandine Red Metallic,Beige
https://carsandbids.com/auctions/9nbGNlEN/2021-volvo-v90-t6-r-design-awd,Volvo,"V90
Save","23,500",Clean (MD),Private Party,2.0L Turbocharged and Supercharged I4,4WD/AWD,Automatic (8-Speed),Wagon,Birch Light Metallic,Blond
https://carsandbids.com/auctions/3vLQxRJm/2002-think-neighbor,"$13,500",Think,"Neighbor
Save",91,Clean (CA),Dealer,Single Electric Motor,Rear-wheel drive,Automatic,Convertible,Kona Blue/White,Black
https://carsandbids.com/auctions/9amX8yN8/2026-lucid-gravity-dream-edition,"$123,000",Lucid,"Gravity
Save",400,Clean (NY),Private Party,Dual Electric Motors,4WD/AWD,Automatic,SUV/Crossover,Aurora Green Metallic,Tahoe
https://carsandbids.com/auctions/KdpPANBb/2011-porsche-cayman,"$27,000",Porsche,"987 Cayman
Save","85,100",Clean (VA),Private Party,2.9L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Black,Black
https://carsandbids.com/auctions/3Bgk7jdX/2017-bmw-m2-performance-edition,"$28,500",BMW,"M2
Save","56,500",Clean (WI),Private Party,3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Alpine White,Black
https://carsandbids.com/auctions/rN1Dw41G/2016-volkswagen-golf-r,"$14,750",Volkswagen,"Golf R
Save","92,000",Clean (FL),Private Party,2.0L Turbocharged I4,4WD/AWD,Automatic (6-Speed),Hatchback,Lapiz Blue Metallic,Titan Black
https://carsandbids.com/auctions/9Q2d6G6k/2004-mercury-marauder,"$18,500",Mercury,"Marauder
Save","57,200",Clean (MI),Private Party,4.6L V8,Rear-wheel drive,Automatic (4-Speed),Sedan,Silver Birch Metallic,Dark Charcoal
https://carsandbids.com/auctions/35LYpZ2Y/2000-porsche-boxster,Porsche,"986 Boxster
Save","109,700","Clean (Ontario, Canada)",Private Party,2.7L Flat-6,Rear-wheel drive,Manual (5-Speed),Convertible,Silver,Black
https://carsandbids.com/auctions/9lYw0NdO/2014-audi-r8-v10-spyder,"$66,050",Audi,"R8
Save","76,500",Clean (ID),Private Party,5.2L V10,Rear-wheel drive,Automatic (7-Speed),Convertible,Phantom Black Pearl,Black
https://carsandbids.com/auctions/3LwVJnqG/2013-ford-mustang-gt-premium-coupe,Ford,"Mustang
Save","74,000",Clean (NC),Private Party,5.0L V8,Rear-wheel drive,Automatic (6-Speed),Coupe,Sterling Gray Metallic,Stone
https://carsandbids.com/auctions/9AMWA7nJ/2006-mercedes-benz-s55-amg,"$8,000",Mercedes-Benz,"S-Class AMG
Save","157,800",Clean (CA),Private Party,5.4L Supercharged V8,Rear-wheel drive,Automatic (5-Speed),Sedan,Black,Charcoal
https://carsandbids.com/auctions/KVGoYn5Q/1995-bmw-m3-coupe,"$18,500",BMW,"E36 M3
Save","65,900",Clean (WV),Private Party,3.0L I6,Rear-wheel drive,Manual (5 Speed),Coupe,Arctic Silver Metallic,Black
https://carsandbids.com/auctions/30pjm0XM/1994-land-rover-defender-90-nas,"$74,500",Land Rover,"Defender
Save","26,300",Clean (NC),Private Party,3.9L V8,4WD/AWD,Manual (5-Speed),SUV/Crossover,Coniston Green,Ash Gray
https://carsandbids.com/auctions/rkP7zYXR/1988-bmw-m5,"$50,500",BMW,"E28 M5
Save","173,100",Clean (CA),Private Party,3.5L I6,Rear-wheel drive,Manual (5-Speed),Sedan,Black,Natural
https://carsandbids.com/auctions/rbAlg4ld/1981-delorean-dmc-12,"$47,500",DeLorean,"DMC-12
Save","28,400 Miles Shown - TMU",Clean (MD),Private Party,2.9L V6,Rear-wheel drive,Automatic (3-Speed),Coupe,Stainless Steel,Gray
